"","config_id","replicate","layer","x","y","patch","landscape_config"
"3893...3893","1","1","0",92.5,61.5,NA,0.01
"3894...3894","1","1","0",93.5,61.5,NA,0.01
"3895...3895","1","1","0",94.5,61.5,NA,0.01
"3896...3896","1","1","0",95.5,61.5,NA,0.01
"3897...3897","1","1","0",96.5,61.5,NA,0.01
"3898...3898","1","1","0",97.5,61.5,NA,0.01
"3899...3899","1","1","0",98.5,61.5,NA,0.01
"3900...3900","1","1","0",99.5,61.5,NA,0.01
"3901...3901","1","1","0",0.5,60.5,NA,0.01
"3902...3902","1","1","0",1.5,60.5,NA,0.01
"3903...3903","1","1","0",2.5,60.5,NA,0.01
"3904...3904","1","1","0",3.5,60.5,NA,0.01
"3905...3905","1","1","0",4.5,60.5,NA,0.01
"3906...3906","1","1","0",5.5,60.5,NA,0.01
"3907...3907","1","1","0",6.5,60.5,NA,0.01
"3908...3908","1","1","0",7.5,60.5,NA,0.01
"3909...3909","1","1","0",8.5,60.5,NA,0.01
"3910...3910","1","1","1",9.5,60.5,270,0.01
"3911...3911","1","1","0",10.5,60.5,NA,0.01
"3912...3912","1","1","0",11.5,60.5,NA,0.01
"3913...3913","1","1","0",12.5,60.5,NA,0.01
"3914...3914","1","1","0",13.5,60.5,NA,0.01
"3915...3915","1","1","0",14.5,60.5,NA,0.01
"3916...3916","1","1","1",15.5,60.5,271,0.01
"3917...3917","1","1","1",16.5,60.5,271,0.01
"3918...3918","1","1","0",17.5,60.5,NA,0.01
"3919...3919","1","1","1",18.5,60.5,272,0.01
"3920...3920","1","1","0",19.5,60.5,NA,0.01
"3921...3921","1","1","0",20.5,60.5,NA,0.01
"3922...3922","1","1","0",21.5,60.5,NA,0.01
"3923...3923","1","1","0",22.5,60.5,NA,0.01
"3924...3924","1","1","0",23.5,60.5,NA,0.01
"3925...3925","1","1","0",24.5,60.5,NA,0.01
"3926...3926","1","1","0",25.5,60.5,NA,0.01
"3927...3927","1","1","0",26.5,60.5,NA,0.01
"3928...3928","1","1","0",27.5,60.5,NA,0.01
"3929...3929","1","1","0",28.5,60.5,NA,0.01
"3930...3930","1","1","0",29.5,60.5,NA,0.01
"3931...3931","1","1","0",30.5,60.5,NA,0.01
"3932...3932","1","1","0",31.5,60.5,NA,0.01
"3933...3933","1","1","0",32.5,60.5,NA,0.01
"3934...3934","1","1","0",33.5,60.5,NA,0.01
"3935...3935","1","1","0",34.5,60.5,NA,0.01
"3936...3936","1","1","0",35.5,60.5,NA,0.01
"3937...3937","1","1","0",36.5,60.5,NA,0.01
"3938...3938","1","1","0",37.5,60.5,NA,0.01
"3939...3939","1","1","0",38.5,60.5,NA,0.01
"3940...3940","1","1","0",39.5,60.5,NA,0.01
"3941...3941","1","1","0",40.5,60.5,NA,0.01
"3942...3942","1","1","0",41.5,60.5,NA,0.01
"3943...3943","1","1","0",42.5,60.5,NA,0.01
"3944...3944","1","1","0",43.5,60.5,NA,0.01
"3945...3945","1","1","0",44.5,60.5,NA,0.01
"3946...3946","1","1","1",45.5,60.5,267,0.01
"3947...3947","1","1","0",46.5,60.5,NA,0.01
"3948...3948","1","1","0",47.5,60.5,NA,0.01
"3949...3949","1","1","0",48.5,60.5,NA,0.01
"3950...3950","1","1","0",49.5,60.5,NA,0.01
"3951...3951","1","1","0",50.5,60.5,NA,0.01
"3952...3952","1","1","0",51.5,60.5,NA,0.01
"3953...3953","1","1","0",52.5,60.5,NA,0.01
"3954...3954","1","1","0",53.5,60.5,NA,0.01
"3955...3955","1","1","1",54.5,60.5,262,0.01
"3956...3956","1","1","0",55.5,60.5,NA,0.01
"3957...3957","1","1","1",56.5,60.5,263,0.01
"3958...3958","1","1","0",57.5,60.5,NA,0.01
"3959...3959","1","1","0",58.5,60.5,NA,0.01
"3960...3960","1","1","0",59.5,60.5,NA,0.01
"3961...3961","1","1","1",60.5,60.5,263,0.01
"3962...3962","1","1","0",61.5,60.5,NA,0.01
"3963...3963","1","1","0",62.5,60.5,NA,0.01
"3964...3964","1","1","0",63.5,60.5,NA,0.01
"3965...3965","1","1","1",64.5,60.5,264,0.01
"3966...3966","1","1","1",65.5,60.5,264,0.01
"3967...3967","1","1","0",66.5,60.5,NA,0.01
"3968...3968","1","1","0",67.5,60.5,NA,0.01
"3969...3969","1","1","0",68.5,60.5,NA,0.01
"3970...3970","1","1","0",69.5,60.5,NA,0.01
"3971...3971","1","1","0",70.5,60.5,NA,0.01
"3972...3972","1","1","0",71.5,60.5,NA,0.01
"3973...3973","1","1","0",72.5,60.5,NA,0.01
"3974...3974","1","1","0",73.5,60.5,NA,0.01
"3975...3975","1","1","0",74.5,60.5,NA,0.01
"3976...3976","1","1","0",75.5,60.5,NA,0.01
"3977...3977","1","1","0",76.5,60.5,NA,0.01
"3978...3978","1","1","1",77.5,60.5,273,0.01
"3979...3979","1","1","0",78.5,60.5,NA,0.01
"3980...3980","1","1","0",79.5,60.5,NA,0.01
"3981...3981","1","1","0",80.5,60.5,NA,0.01
"3982...3982","1","1","1",81.5,60.5,274,0.01
"3983...3983","1","1","1",82.5,60.5,274,0.01
"3984...3984","1","1","0",83.5,60.5,NA,0.01
"3985...3985","1","1","0",84.5,60.5,NA,0.01
"3986...3986","1","1","0",85.5,60.5,NA,0.01
"3987...3987","1","1","0",86.5,60.5,NA,0.01
"3988...3988","1","1","0",87.5,60.5,NA,0.01
"3989...3989","1","1","0",88.5,60.5,NA,0.01
"3990...3990","1","1","0",89.5,60.5,NA,0.01
"3991...3991","1","1","1",90.5,60.5,275,0.01
"3992...3992","1","1","0",91.5,60.5,NA,0.01
"3993...3993","1","1","0",92.5,60.5,NA,0.01
"3994...3994","1","1","0",93.5,60.5,NA,0.01
"3995...3995","1","1","0",94.5,60.5,NA,0.01
"3996...3996","1","1","0",95.5,60.5,NA,0.01
"3997...3997","1","1","0",96.5,60.5,NA,0.01
"3998...3998","1","1","0",97.5,60.5,NA,0.01
"3999...3999","1","1","0",98.5,60.5,NA,0.01
"4000...4000","1","1","0",99.5,60.5,NA,0.01
"4001...4001","1","1","1",0.5,59.5,276,0.01
"4002...4002","1","1","0",1.5,59.5,NA,0.01
"4003...4003","1","1","0",2.5,59.5,NA,0.01
"4004...4004","1","1","1",3.5,59.5,277,0.01
"4005...4005","1","1","0",4.5,59.5,NA,0.01
"4006...4006","1","1","1",5.5,59.5,278,0.01
"4007...4007","1","1","0",6.5,59.5,NA,0.01
"4008...4008","1","1","0",7.5,59.5,NA,0.01
"4009...4009","1","1","0",8.5,59.5,NA,0.01
"4010...4010","1","1","0",9.5,59.5,NA,0.01
"4011...4011","1","1","1",10.5,59.5,270,0.01
"4012...4012","1","1","0",11.5,59.5,NA,0.01
"4013...4013","1","1","1",12.5,59.5,279,0.01
"4014...4014","1","1","1",13.5,59.5,279,0.01
"4015...4015","1","1","0",14.5,59.5,NA,0.01
"4016...4016","1","1","0",15.5,59.5,NA,0.01
"4017...4017","1","1","0",16.5,59.5,NA,0.01
"4018...4018","1","1","0",17.5,59.5,NA,0.01
"4019...4019","1","1","0",18.5,59.5,NA,0.01
"4020...4020","1","1","0",19.5,59.5,NA,0.01
"4021...4021","1","1","1",20.5,59.5,280,0.01
"4022...4022","1","1","0",21.5,59.5,NA,0.01
"4023...4023","1","1","1",22.5,59.5,281,0.01
"4024...4024","1","1","0",23.5,59.5,NA,0.01
"4025...4025","1","1","0",24.5,59.5,NA,0.01
"4026...4026","1","1","0",25.5,59.5,NA,0.01
"4027...4027","1","1","0",26.5,59.5,NA,0.01
"4028...4028","1","1","1",27.5,59.5,282,0.01
"4029...4029","1","1","0",28.5,59.5,NA,0.01
"4030...4030","1","1","0",29.5,59.5,NA,0.01
"4031...4031","1","1","0",30.5,59.5,NA,0.01
"4032...4032","1","1","1",31.5,59.5,283,0.01
"4033...4033","1","1","0",32.5,59.5,NA,0.01
"4034...4034","1","1","0",33.5,59.5,NA,0.01
"4035...4035","1","1","0",34.5,59.5,NA,0.01
"4036...4036","1","1","0",35.5,59.5,NA,0.01
"4037...4037","1","1","0",36.5,59.5,NA,0.01
"4038...4038","1","1","0",37.5,59.5,NA,0.01
"4039...4039","1","1","0",38.5,59.5,NA,0.01
"4040...4040","1","1","0",39.5,59.5,NA,0.01
"4041...4041","1","1","0",40.5,59.5,NA,0.01
"4042...4042","1","1","0",41.5,59.5,NA,0.01
"4043...4043","1","1","1",42.5,59.5,284,0.01
"4044...4044","1","1","0",43.5,59.5,NA,0.01
"4045...4045","1","1","1",44.5,59.5,267,0.01
"4046...4046","1","1","0",45.5,59.5,NA,0.01
"4047...4047","1","1","0",46.5,59.5,NA,0.01
"4048...4048","1","1","0",47.5,59.5,NA,0.01
"4049...4049","1","1","0",48.5,59.5,NA,0.01
"4050...4050","1","1","0",49.5,59.5,NA,0.01
"4051...4051","1","1","0",50.5,59.5,NA,0.01
"4052...4052","1","1","0",51.5,59.5,NA,0.01
"4053...4053","1","1","0",52.5,59.5,NA,0.01
"4054...4054","1","1","0",53.5,59.5,NA,0.01
"4055...4055","1","1","0",54.5,59.5,NA,0.01
"4056...4056","1","1","0",55.5,59.5,NA,0.01
"4057...4057","1","1","0",56.5,59.5,NA,0.01
"4058...4058","1","1","0",57.5,59.5,NA,0.01
"4059...4059","1","1","0",58.5,59.5,NA,0.01
"4060...4060","1","1","0",59.5,59.5,NA,0.01
"4061...4061","1","1","0",60.5,59.5,NA,0.01
"4062...4062","1","1","0",61.5,59.5,NA,0.01
"4063...4063","1","1","0",62.5,59.5,NA,0.01
"4064...4064","1","1","0",63.5,59.5,NA,0.01
"4065...4065","1","1","0",64.5,59.5,NA,0.01
"4066...4066","1","1","0",65.5,59.5,NA,0.01
"4067...4067","1","1","0",66.5,59.5,NA,0.01
"4068...4068","1","1","0",67.5,59.5,NA,0.01
"4069...4069","1","1","0",68.5,59.5,NA,0.01
"4070...4070","1","1","0",69.5,59.5,NA,0.01
"4071...4071","1","1","0",70.5,59.5,NA,0.01
"4072...4072","1","1","0",71.5,59.5,NA,0.01
"4073...4073","1","1","1",72.5,59.5,285,0.01
"4074...4074","1","1","0",73.5,59.5,NA,0.01
"4075...4075","1","1","0",74.5,59.5,NA,0.01
"4076...4076","1","1","1",75.5,59.5,273,0.01
"4077...4077","1","1","1",76.5,59.5,273,0.01
"4078...4078","1","1","0",77.5,59.5,NA,0.01
"4079...4079","1","1","0",78.5,59.5,NA,0.01
"4080...4080","1","1","0",79.5,59.5,NA,0.01
"4081...4081","1","1","0",80.5,59.5,NA,0.01
"4082...4082","1","1","1",81.5,59.5,274,0.01
"4083...4083","1","1","1",82.5,59.5,274,0.01
"4084...4084","1","1","0",83.5,59.5,NA,0.01
"4085...4085","1","1","0",84.5,59.5,NA,0.01
"4086...4086","1","1","0",85.5,59.5,NA,0.01
"4087...4087","1","1","0",86.5,59.5,NA,0.01
"4088...4088","1","1","1",87.5,59.5,286,0.01
"4089...4089","1","1","0",88.5,59.5,NA,0.01
"4090...4090","1","1","0",89.5,59.5,NA,0.01
"4091...4091","1","1","0",90.5,59.5,NA,0.01
"4092...4092","1","1","0",91.5,59.5,NA,0.01
"4093...4093","1","1","0",92.5,59.5,NA,0.01
"4094...4094","1","1","0",93.5,59.5,NA,0.01
"4095...4095","1","1","0",94.5,59.5,NA,0.01
"4096...4096","1","1","0",95.5,59.5,NA,0.01
"4097...4097","1","1","0",96.5,59.5,NA,0.01
"4098...4098","1","1","1",97.5,59.5,287,0.01
"4099...4099","1","1","0",98.5,59.5,NA,0.01
"4100...4100","1","1","1",99.5,59.5,288,0.01
"4101...4101","1","1","0",0.5,58.5,NA,0.01
"4102...4102","1","1","0",1.5,58.5,NA,0.01
"4103...4103","1","1","0",2.5,58.5,NA,0.01
"4104...4104","1","1","1",3.5,58.5,277,0.01
"4105...4105","1","1","0",4.5,58.5,NA,0.01
"4106...4106","1","1","0",5.5,58.5,NA,0.01
"4107...4107","1","1","0",6.5,58.5,NA,0.01
"4108...4108","1","1","0",7.5,58.5,NA,0.01
"4109...4109","1","1","0",8.5,58.5,NA,0.01
"4110...4110","1","1","0",9.5,58.5,NA,0.01
"4111...4111","1","1","0",10.5,58.5,NA,0.01
"4112...4112","1","1","0",11.5,58.5,NA,0.01
"4113...4113","1","1","0",12.5,58.5,NA,0.01
"4114...4114","1","1","0",13.5,58.5,NA,0.01
"4115...4115","1","1","0",14.5,58.5,NA,0.01
"4116...4116","1","1","0",15.5,58.5,NA,0.01
"4117...4117","1","1","0",16.5,58.5,NA,0.01
"4118...4118","1","1","0",17.5,58.5,NA,0.01
"4119...4119","1","1","0",18.5,58.5,NA,0.01
"4120...4120","1","1","0",19.5,58.5,NA,0.01
"4121...4121","1","1","0",20.5,58.5,NA,0.01
"4122...4122","1","1","0",21.5,58.5,NA,0.01
"4123...4123","1","1","0",22.5,58.5,NA,0.01
"4124...4124","1","1","0",23.5,58.5,NA,0.01
"4125...4125","1","1","0",24.5,58.5,NA,0.01
"4126...4126","1","1","0",25.5,58.5,NA,0.01
"4127...4127","1","1","0",26.5,58.5,NA,0.01
"4128...4128","1","1","1",27.5,58.5,282,0.01
"4129...4129","1","1","0",28.5,58.5,NA,0.01
"4130...4130","1","1","0",29.5,58.5,NA,0.01
"4131...4131","1","1","0",30.5,58.5,NA,0.01
"4132...4132","1","1","0",31.5,58.5,NA,0.01
"4133...4133","1","1","0",32.5,58.5,NA,0.01
"4134...4134","1","1","0",33.5,58.5,NA,0.01
"4135...4135","1","1","0",34.5,58.5,NA,0.01
"4136...4136","1","1","0",35.5,58.5,NA,0.01
"4137...4137","1","1","0",36.5,58.5,NA,0.01
"4138...4138","1","1","0",37.5,58.5,NA,0.01
"4139...4139","1","1","0",38.5,58.5,NA,0.01
"4140...4140","1","1","0",39.5,58.5,NA,0.01
"4141...4141","1","1","0",40.5,58.5,NA,0.01
"4142...4142","1","1","1",41.5,58.5,284,0.01
"4143...4143","1","1","0",42.5,58.5,NA,0.01
"4144...4144","1","1","0",43.5,58.5,NA,0.01
"4145...4145","1","1","1",44.5,58.5,267,0.01
"4146...4146","1","1","0",45.5,58.5,NA,0.01
"4147...4147","1","1","0",46.5,58.5,NA,0.01
"4148...4148","1","1","0",47.5,58.5,NA,0.01
"4149...4149","1","1","0",48.5,58.5,NA,0.01
"4150...4150","1","1","0",49.5,58.5,NA,0.01
"4151...4151","1","1","0",50.5,58.5,NA,0.01
"4152...4152","1","1","0",51.5,58.5,NA,0.01
"4153...4153","1","1","0",52.5,58.5,NA,0.01
"4154...4154","1","1","0",53.5,58.5,NA,0.01
"4155...4155","1","1","0",54.5,58.5,NA,0.01
"4156...4156","1","1","0",55.5,58.5,NA,0.01
"4157...4157","1","1","0",56.5,58.5,NA,0.01
"4158...4158","1","1","0",57.5,58.5,NA,0.01
"4159...4159","1","1","0",58.5,58.5,NA,0.01
"4160...4160","1","1","0",59.5,58.5,NA,0.01
"4161...4161","1","1","0",60.5,58.5,NA,0.01
"4162...4162","1","1","0",61.5,58.5,NA,0.01
"4163...4163","1","1","0",62.5,58.5,NA,0.01
"4164...4164","1","1","1",63.5,58.5,289,0.01
"4165...4165","1","1","1",64.5,58.5,289,0.01
"4166...4166","1","1","0",65.5,58.5,NA,0.01
"4167...4167","1","1","0",66.5,58.5,NA,0.01
"4168...4168","1","1","0",67.5,58.5,NA,0.01
"4169...4169","1","1","1",68.5,58.5,290,0.01
"4170...4170","1","1","0",69.5,58.5,NA,0.01
"4171...4171","1","1","0",70.5,58.5,NA,0.01
"4172...4172","1","1","0",71.5,58.5,NA,0.01
"4173...4173","1","1","1",72.5,58.5,285,0.01
"4174...4174","1","1","0",73.5,58.5,NA,0.01
"4175...4175","1","1","0",74.5,58.5,NA,0.01
"4176...4176","1","1","0",75.5,58.5,NA,0.01
"4177...4177","1","1","0",76.5,58.5,NA,0.01
"4178...4178","1","1","0",77.5,58.5,NA,0.01
"4179...4179","1","1","0",78.5,58.5,NA,0.01
"4180...4180","1","1","0",79.5,58.5,NA,0.01
"4181...4181","1","1","0",80.5,58.5,NA,0.01
"4182...4182","1","1","0",81.5,58.5,NA,0.01
"4183...4183","1","1","0",82.5,58.5,NA,0.01
"4184...4184","1","1","0",83.5,58.5,NA,0.01
"4185...4185","1","1","0",84.5,58.5,NA,0.01
"4186...4186","1","1","0",85.5,58.5,NA,0.01
"4187...4187","1","1","0",86.5,58.5,NA,0.01
"4188...4188","1","1","0",87.5,58.5,NA,0.01
"4189...4189","1","1","0",88.5,58.5,NA,0.01
"4190...4190","1","1","0",89.5,58.5,NA,0.01
"4191...4191","1","1","0",90.5,58.5,NA,0.01
"4192...4192","1","1","0",91.5,58.5,NA,0.01
"4193...4193","1","1","0",92.5,58.5,NA,0.01
"4194...4194","1","1","0",93.5,58.5,NA,0.01
"4195...4195","1","1","0",94.5,58.5,NA,0.01
"4196...4196","1","1","0",95.5,58.5,NA,0.01
"4197...4197","1","1","0",96.5,58.5,NA,0.01
"4198...4198","1","1","0",97.5,58.5,NA,0.01
"4199...4199","1","1","0",98.5,58.5,NA,0.01
"4200...4200","1","1","0",99.5,58.5,NA,0.01
"4201...4201","1","1","0",0.5,57.5,NA,0.01
"4202...4202","1","1","0",1.5,57.5,NA,0.01
"4203...4203","1","1","0",2.5,57.5,NA,0.01
"4204...4204","1","1","0",3.5,57.5,NA,0.01
"4205...4205","1","1","0",4.5,57.5,NA,0.01
"4206...4206","1","1","1",5.5,57.5,291,0.01
"4207...4207","1","1","0",6.5,57.5,NA,0.01
"4208...4208","1","1","0",7.5,57.5,NA,0.01
"4209...4209","1","1","0",8.5,57.5,NA,0.01
"4210...4210","1","1","0",9.5,57.5,NA,0.01
"4211...4211","1","1","0",10.5,57.5,NA,0.01
"4212...4212","1","1","1",11.5,57.5,292,0.01
"4213...4213","1","1","1",12.5,57.5,292,0.01
"4214...4214","1","1","0",13.5,57.5,NA,0.01
"4215...4215","1","1","0",14.5,57.5,NA,0.01
"4216...4216","1","1","0",15.5,57.5,NA,0.01
"4217...4217","1","1","0",16.5,57.5,NA,0.01
"4218...4218","1","1","0",17.5,57.5,NA,0.01
"4219...4219","1","1","0",18.5,57.5,NA,0.01
"4220...4220","1","1","0",19.5,57.5,NA,0.01
"4221...4221","1","1","0",20.5,57.5,NA,0.01
"4222...4222","1","1","0",21.5,57.5,NA,0.01
"4223...4223","1","1","0",22.5,57.5,NA,0.01
"4224...4224","1","1","0",23.5,57.5,NA,0.01
"4225...4225","1","1","0",24.5,57.5,NA,0.01
"4226...4226","1","1","1",25.5,57.5,293,0.01
"4227...4227","1","1","0",26.5,57.5,NA,0.01
"4228...4228","1","1","0",27.5,57.5,NA,0.01
"4229...4229","1","1","0",28.5,57.5,NA,0.01
"4230...4230","1","1","0",29.5,57.5,NA,0.01
"4231...4231","1","1","0",30.5,57.5,NA,0.01
"4232...4232","1","1","0",31.5,57.5,NA,0.01
"4233...4233","1","1","0",32.5,57.5,NA,0.01
"4234...4234","1","1","0",33.5,57.5,NA,0.01
"4235...4235","1","1","1",34.5,57.5,294,0.01
"4236...4236","1","1","0",35.5,57.5,NA,0.01
"4237...4237","1","1","0",36.5,57.5,NA,0.01
"4238...4238","1","1","0",37.5,57.5,NA,0.01
"4239...4239","1","1","0",38.5,57.5,NA,0.01
"4240...4240","1","1","0",39.5,57.5,NA,0.01
"4241...4241","1","1","1",40.5,57.5,284,0.01
"4242...4242","1","1","0",41.5,57.5,NA,0.01
"4243...4243","1","1","0",42.5,57.5,NA,0.01
"4244...4244","1","1","1",43.5,57.5,267,0.01
"4245...4245","1","1","0",44.5,57.5,NA,0.01
"4246...4246","1","1","0",45.5,57.5,NA,0.01
"4247...4247","1","1","0",46.5,57.5,NA,0.01
"4248...4248","1","1","1",47.5,57.5,295,0.01
"4249...4249","1","1","0",48.5,57.5,NA,0.01
"4250...4250","1","1","0",49.5,57.5,NA,0.01
"4251...4251","1","1","0",50.5,57.5,NA,0.01
"4252...4252","1","1","0",51.5,57.5,NA,0.01
"4253...4253","1","1","0",52.5,57.5,NA,0.01
"4254...4254","1","1","0",53.5,57.5,NA,0.01
"4255...4255","1","1","0",54.5,57.5,NA,0.01
"4256...4256","1","1","0",55.5,57.5,NA,0.01
"4257...4257","1","1","0",56.5,57.5,NA,0.01
"4258...4258","1","1","0",57.5,57.5,NA,0.01
"4259...4259","1","1","0",58.5,57.5,NA,0.01
"4260...4260","1","1","0",59.5,57.5,NA,0.01
"4261...4261","1","1","0",60.5,57.5,NA,0.01
"4262...4262","1","1","0",61.5,57.5,NA,0.01
"4263...4263","1","1","0",62.5,57.5,NA,0.01
"4264...4264","1","1","0",63.5,57.5,NA,0.01
"4265...4265","1","1","0",64.5,57.5,NA,0.01
"4266...4266","1","1","0",65.5,57.5,NA,0.01
"4267...4267","1","1","0",66.5,57.5,NA,0.01
"4268...4268","1","1","0",67.5,57.5,NA,0.01
"4269...4269","1","1","0",68.5,57.5,NA,0.01
"4270...4270","1","1","0",69.5,57.5,NA,0.01
"4271...4271","1","1","0",70.5,57.5,NA,0.01
"4272...4272","1","1","0",71.5,57.5,NA,0.01
"4273...4273","1","1","0",72.5,57.5,NA,0.01
"4274...4274","1","1","0",73.5,57.5,NA,0.01
"4275...4275","1","1","0",74.5,57.5,NA,0.01
"4276...4276","1","1","0",75.5,57.5,NA,0.01
"4277...4277","1","1","1",76.5,57.5,296,0.01
"4278...4278","1","1","0",77.5,57.5,NA,0.01
"4279...4279","1","1","0",78.5,57.5,NA,0.01
"4280...4280","1","1","0",79.5,57.5,NA,0.01
"4281...4281","1","1","1",80.5,57.5,297,0.01
"4282...4282","1","1","1",81.5,57.5,297,0.01
"4283...4283","1","1","0",82.5,57.5,NA,0.01
"4284...4284","1","1","0",83.5,57.5,NA,0.01
"4285...4285","1","1","0",84.5,57.5,NA,0.01
"4286...4286","1","1","0",85.5,57.5,NA,0.01
"4287...4287","1","1","1",86.5,57.5,298,0.01
"4288...4288","1","1","1",87.5,57.5,298,0.01
"4289...4289","1","1","0",88.5,57.5,NA,0.01
"4290...4290","1","1","0",89.5,57.5,NA,0.01
"4291...4291","1","1","0",90.5,57.5,NA,0.01
"4292...4292","1","1","0",91.5,57.5,NA,0.01
"4293...4293","1","1","0",92.5,57.5,NA,0.01
"4294...4294","1","1","0",93.5,57.5,NA,0.01
"4295...4295","1","1","0",94.5,57.5,NA,0.01
"4296...4296","1","1","0",95.5,57.5,NA,0.01
"4297...4297","1","1","0",96.5,57.5,NA,0.01
"4298...4298","1","1","0",97.5,57.5,NA,0.01
"4299...4299","1","1","0",98.5,57.5,NA,0.01
"4300...4300","1","1","1",99.5,57.5,299,0.01
"4301...4301","1","1","0",0.5,56.5,NA,0.01
"4302...4302","1","1","0",1.5,56.5,NA,0.01
"4303...4303","1","1","0",2.5,56.5,NA,0.01
"4304...4304","1","1","1",3.5,56.5,300,0.01
"4305...4305","1","1","0",4.5,56.5,NA,0.01
"4306...4306","1","1","0",5.5,56.5,NA,0.01
"4307...4307","1","1","1",6.5,56.5,291,0.01
"4308...4308","1","1","0",7.5,56.5,NA,0.01
"4309...4309","1","1","0",8.5,56.5,NA,0.01
"4310...4310","1","1","1",9.5,56.5,301,0.01
"4311...4311","1","1","0",10.5,56.5,NA,0.01
"4312...4312","1","1","0",11.5,56.5,NA,0.01
"4313...4313","1","1","0",12.5,56.5,NA,0.01
"4314...4314","1","1","0",13.5,56.5,NA,0.01
"4315...4315","1","1","0",14.5,56.5,NA,0.01
"4316...4316","1","1","0",15.5,56.5,NA,0.01
"4317...4317","1","1","0",16.5,56.5,NA,0.01
"4318...4318","1","1","0",17.5,56.5,NA,0.01
"4319...4319","1","1","0",18.5,56.5,NA,0.01
"4320...4320","1","1","1",19.5,56.5,302,0.01
"4321...4321","1","1","1",20.5,56.5,302,0.01
"4322...4322","1","1","0",21.5,56.5,NA,0.01
"4323...4323","1","1","0",22.5,56.5,NA,0.01
"4324...4324","1","1","0",23.5,56.5,NA,0.01
"4325...4325","1","1","0",24.5,56.5,NA,0.01
"4326...4326","1","1","0",25.5,56.5,NA,0.01
"4327...4327","1","1","0",26.5,56.5,NA,0.01
"4328...4328","1","1","0",27.5,56.5,NA,0.01
"4329...4329","1","1","0",28.5,56.5,NA,0.01
"4330...4330","1","1","0",29.5,56.5,NA,0.01
"4331...4331","1","1","0",30.5,56.5,NA,0.01
"4332...4332","1","1","0",31.5,56.5,NA,0.01
"4333...4333","1","1","1",32.5,56.5,303,0.01
"4334...4334","1","1","0",33.5,56.5,NA,0.01
"4335...4335","1","1","1",34.5,56.5,294,0.01
"4336...4336","1","1","0",35.5,56.5,NA,0.01
"4337...4337","1","1","1",36.5,56.5,304,0.01
"4338...4338","1","1","0",37.5,56.5,NA,0.01
"4339...4339","1","1","1",38.5,56.5,305,0.01
"4340...4340","1","1","0",39.5,56.5,NA,0.01
"4341...4341","1","1","1",40.5,56.5,284,0.01
"4342...4342","1","1","0",41.5,56.5,NA,0.01
"4343...4343","1","1","0",42.5,56.5,NA,0.01
"4344...4344","1","1","0",43.5,56.5,NA,0.01
"4345...4345","1","1","0",44.5,56.5,NA,0.01
"4346...4346","1","1","0",45.5,56.5,NA,0.01
"4347...4347","1","1","0",46.5,56.5,NA,0.01
"4348...4348","1","1","0",47.5,56.5,NA,0.01
"4349...4349","1","1","0",48.5,56.5,NA,0.01
"4350...4350","1","1","1",49.5,56.5,306,0.01
"4351...4351","1","1","0",50.5,56.5,NA,0.01
"4352...4352","1","1","1",51.5,56.5,307,0.01
"4353...4353","1","1","0",52.5,56.5,NA,0.01
"4354...4354","1","1","0",53.5,56.5,NA,0.01
"4355...4355","1","1","0",54.5,56.5,NA,0.01
"4356...4356","1","1","1",55.5,56.5,308,0.01
"4357...4357","1","1","0",56.5,56.5,NA,0.01
"4358...4358","1","1","0",57.5,56.5,NA,0.01
"4359...4359","1","1","0",58.5,56.5,NA,0.01
"4360...4360","1","1","0",59.5,56.5,NA,0.01
"4361...4361","1","1","0",60.5,56.5,NA,0.01
"4362...4362","1","1","0",61.5,56.5,NA,0.01
"4363...4363","1","1","0",62.5,56.5,NA,0.01
"4364...4364","1","1","0",63.5,56.5,NA,0.01
"4365...4365","1","1","0",64.5,56.5,NA,0.01
"4366...4366","1","1","0",65.5,56.5,NA,0.01
"4367...4367","1","1","0",66.5,56.5,NA,0.01
"4368...4368","1","1","0",67.5,56.5,NA,0.01
"4369...4369","1","1","0",68.5,56.5,NA,0.01
"4370...4370","1","1","0",69.5,56.5,NA,0.01
"4371...4371","1","1","1",70.5,56.5,309,0.01
"4372...4372","1","1","0",71.5,56.5,NA,0.01
"4373...4373","1","1","0",72.5,56.5,NA,0.01
"4374...4374","1","1","1",73.5,56.5,310,0.01
"4375...4375","1","1","0",74.5,56.5,NA,0.01
"4376...4376","1","1","0",75.5,56.5,NA,0.01
"4377...4377","1","1","0",76.5,56.5,NA,0.01
"4378...4378","1","1","0",77.5,56.5,NA,0.01
"4379...4379","1","1","1",78.5,56.5,297,0.01
"4380...4380","1","1","0",79.5,56.5,NA,0.01
"4381...4381","1","1","1",80.5,56.5,297,0.01
"4382...4382","1","1","1",81.5,56.5,297,0.01
"4383...4383","1","1","0",82.5,56.5,NA,0.01
"4384...4384","1","1","1",83.5,56.5,297,0.01
"4385...4385","1","1","0",84.5,56.5,NA,0.01
"4386...4386","1","1","0",85.5,56.5,NA,0.01
"4387...4387","1","1","1",86.5,56.5,298,0.01
"4388...4388","1","1","1",87.5,56.5,298,0.01
"4389...4389","1","1","0",88.5,56.5,NA,0.01
"4390...4390","1","1","0",89.5,56.5,NA,0.01
"4391...4391","1","1","0",90.5,56.5,NA,0.01
"4392...4392","1","1","0",91.5,56.5,NA,0.01
"4393...4393","1","1","0",92.5,56.5,NA,0.01
